priceDate,itemName,state,mandiName,arrivals,unitArrivals,variety,minPrice,maxPrice,modalPrice,priceUnit
2012-09-05,Potato,NCT of Delhi,Azadpur,1230.9,Tonnes,Potato,625,2400,1368,Rs/Quintal
2012-09-06,Potato,NCT of Delhi,Azadpur,1423.7,Tonnes,Potato,500,2200,1282,Rs/Quintal
2012-09-07,Potato,NCT of Delhi,Azadpur,1278.4,Tonnes,Potato,500,2300,1382,Rs/Quintal
2012-09-08,Potato,NCT of Delhi,Azadpur,1274.2,Tonnes,Potato,500,2300,1389,Rs/Quintal
2012-09-10,Potato,NCT of Delhi,Azadpur,1603.2,Tonnes,Potato,280,1500,672,Rs/Quintal
2012-09-11,Potato,NCT of Delhi,Azadpur,1037.8,Tonnes,Potato,625,1600,1105,Rs/Quintal
2012-09-12,Potato,NCT of Delhi,Azadpur,871.8,Tonnes,Potato,750,2100,1339,Rs/Quintal
2012-09-13,Potato,NCT of Delhi,Azadpur,1149.4,Tonnes,Potato,750,2000,1323,Rs/Quintal
2012-09-14,Potato,NCT of Delhi,Azadpur,1147.8,Tonnes,Potato,750,2000,1326,Rs/Quintal
2012-09-15,Potato,NCT of Delhi,Azadpur,1193.5,Tonnes,Potato,625,2000,1313,Rs/Quintal
2012-09-17,Potato,NCT of Delhi,Azadpur,192.9,Tonnes,Potato,625,1950,1308,Rs/Quintal
2012-09-18,Potato,NCT of Delhi,Azadpur,1531.1,Tonnes,Potato,750,2000,1339,Rs/Quintal
2012-09-19,Potato,NCT of Delhi,Azadpur,1378.3,Tonnes,Potato,875,2000,1364,Rs/Quintal
2012-09-20,Potato,NCT of Delhi,Azadpur,1190.6,Tonnes,Potato,800,1938,1355,Rs/Quintal
2012-09-21,Potato,NCT of Delhi,Azadpur,828.3,Tonnes,Potato,800,2000,1287,Rs/Quintal
2012-09-22,Potato,NCT of Delhi,Azadpur,927.2,Tonnes,Potato,800,2000,1095,Rs/Quintal
2012-09-24,Potato,NCT of Delhi,Azadpur,419.3,Tonnes,Potato,800,2200,1399,Rs/Quintal
2012-09-25,Potato,NCT of Delhi,Azadpur,1593.6,Tonnes,Potato,750,1875,1227,Rs/Quintal
2012-09-26,Potato,NCT of Delhi,Azadpur,1243.7,Tonnes,Potato,688,1750,1213,Rs/Quintal
2012-09-27,Potato,NCT of Delhi,Azadpur,1446.1,Tonnes,Potato,688,1750,1213,Rs/Quintal
2012-09-28,Potato,NCT of Delhi,Azadpur,1333.2,Tonnes,Potato,688,1688,1196,Rs/Quintal
2012-09-29,Potato,NCT of Delhi,Azadpur,1443.5,Tonnes,Potato,688,2000,1302,Rs/Quintal
2012-10-01,Potato,NCT of Delhi,Azadpur,646.1,Tonnes,Potato,688,2000,1290,Rs/Quintal
2012-10-03,Potato,NCT of Delhi,Azadpur,384.4,Tonnes,Potato,688,1800,1268,Rs/Quintal
2012-10-04,Potato,NCT of Delhi,Azadpur,1955.3,Tonnes,Potato,688,1600,1151,Rs/Quintal
2012-10-05,Potato,NCT of Delhi,Azadpur,1435.2,Tonnes,Potato,625,1600,1137,Rs/Quintal
2012-10-06,Potato,NCT of Delhi,Azadpur,1698.4,Tonnes,Potato,625,1600,1165,Rs/Quintal
2012-10-08,Potato,NCT of Delhi,Azadpur,522.7,Tonnes,Potato,625,1600,1148,Rs/Quintal
2012-10-09,Potato,NCT of Delhi,Azadpur,1709.6,Tonnes,Potato,625,1600,1132,Rs/Quintal
2012-10-10,Potato,NCT of Delhi,Azadpur,1271.6,Tonnes,Potato,625,1550,1083,Rs/Quintal
2012-10-11,Potato,NCT of Delhi,Azadpur,1037.8,Tonnes,Potato,625,1600,1105,Rs/Quintal
2012-10-12,Potato,NCT of Delhi,Azadpur,207.8,Tonnes,Potato,625,1700,1138,Rs/Quintal
2012-10-13,Potato,NCT of Delhi,Azadpur,1558,Tonnes,Potato,625,1750,1172,Rs/Quintal
2012-10-15,Potato,NCT of Delhi,Azadpur,408.2,Tonnes,Potato,625,1750,1185,Rs/Quintal
2012-10-16,Potato,NCT of Delhi,Azadpur,1933,Tonnes,Potato,688,1850,1201,Rs/Quintal
2012-10-17,Potato,NCT of Delhi,Azadpur,1851.2,Tonnes,Potato,688,1850,1201,Rs/Quintal
2012-10-18,Potato,NCT of Delhi,Azadpur,1860.5,Tonnes,Potato,625,1875,1198,Rs/Quintal
2012-10-19,Potato,NCT of Delhi,Azadpur,1867.2,Tonnes,Potato,625,1750,1118,Rs/Quintal
2012-10-20,Potato,NCT of Delhi,Azadpur,2014.8,Tonnes,Potato,563,1600,1133,Rs/Quintal
2012-10-22,Potato,NCT of Delhi,Azadpur,484.1,Tonnes,Potato,563,1600,1099,Rs/Quintal
2012-10-23,Potato,NCT of Delhi,Azadpur,2001.4,Tonnes,Potato,563,1600,1099,Rs/Quintal
2012-10-24,Potato,NCT of Delhi,Azadpur,1491,Tonnes,Potato,563,1600,1093,Rs/Quintal
2012-10-25,Potato,NCT of Delhi,Azadpur,1282.4,Tonnes,Potato,563,1550,1071,Rs/Quintal
2012-10-26,Potato,NCT of Delhi,Azadpur,1139.5,Tonnes,Potato,563,1700,1132,Rs/Quintal
2012-10-27,Potato,NCT of Delhi,Azadpur,978.2,Tonnes,Potato,625,1800,1148,Rs/Quintal
2012-10-29,Potato,NCT of Delhi,Azadpur,97.8,Tonnes,Potato,656,2000,1231,Rs/Quintal
2012-10-30,Potato,NCT of Delhi,Azadpur,1418.4,Tonnes,Potato,656,1900,1116,Rs/Quintal
2012-10-31,Potato,NCT of Delhi,Azadpur,1311.9,Tonnes,Potato,800,1800,1267,Rs/Quintal
2012-11-01,Potato,NCT of Delhi,Azadpur,1649,Tonnes,Potato,800,1800,1237,Rs/Quintal
2012-11-02,Potato,NCT of Delhi,Azadpur,1420,Tonnes,Potato,625,1750,1180,Rs/Quintal
2012-11-03,Potato,NCT of Delhi,Azadpur,385.8,Tonnes,Potato,280,1600,659,Rs/Quintal
2012-11-05,Potato,NCT of Delhi,Azadpur,315.1,Tonnes,Potato,625,1750,1114,Rs/Quintal
2012-11-06,Potato,NCT of Delhi,Azadpur,2045,Tonnes,Potato,700,1750,1197,Rs/Quintal
2012-11-07,Potato,NCT of Delhi,Azadpur,1789.8,Tonnes,Potato,700,1700,1190,Rs/Quintal
2012-11-08,Potato,NCT of Delhi,Azadpur,1638.8,Tonnes,Potato,700,1500,1070,Rs/Quintal
2012-11-09,Potato,NCT of Delhi,Azadpur,1793.5,Tonnes,Potato,700,1400,1050,Rs/Quintal
2012-11-10,Potato,NCT of Delhi,Azadpur,2064.1,Tonnes,Potato,750,1500,1108,Rs/Quintal
2012-11-12,Potato,NCT of Delhi,Azadpur,298.3,Tonnes,Potato,700,1450,1058,Rs/Quintal
2012-11-13,Potato,NCT of Delhi,Azadpur,2230.9,Tonnes,Potato,700,1550,1181,Rs/Quintal
2012-11-16,Potato,NCT of Delhi,Azadpur,1488.3,Tonnes,Potato,750,1600,1133,Rs/Quintal
2012-11-17,Potato,NCT of Delhi,Azadpur,2011.7,Tonnes,Potato,750,1500,1113,Rs/Quintal
2012-11-19,Potato,NCT of Delhi,Azadpur,202.1,Tonnes,Potato,750,1400,1063,Rs/Quintal
2012-11-20,Potato,NCT of Delhi,Azadpur,2958.5,Tonnes,Potato,750,1240,1000,Rs/Quintal
2012-11-21,Potato,NCT of Delhi,Azadpur,1523.6,Tonnes,Potato,750,1240,1000,Rs/Quintal
2012-11-22,Potato,NCT of Delhi,Azadpur,1596,Tonnes,Potato,700,1240,988,Rs/Quintal
2012-11-23,Potato,NCT of Delhi,Azadpur,1787.9,Tonnes,Potato,700,1160,936,Rs/Quintal
2012-11-24,Potato,NCT of Delhi,Azadpur,2178.4,Tonnes,Potato,700,1200,936,Rs/Quintal
2012-11-26,Potato,NCT of Delhi,Azadpur,244.7,Tonnes,Potato,700,1160,926,Rs/Quintal
2012-11-27,Potato,NCT of Delhi,Azadpur,1975.9,Tonnes,Potato,650,1100,880,Rs/Quintal
2012-11-28,Potato,NCT of Delhi,Azadpur,1815,Tonnes,Potato,650,1100,880,Rs/Quintal
2012-11-29,Potato,NCT of Delhi,Azadpur,1955.6,Tonnes,Potato,650,1100,880,Rs/Quintal
2012-11-30,Potato,NCT of Delhi,Azadpur,1703.5,Tonnes,Potato,600,1050,850,Rs/Quintal
2012-12-01,Potato,NCT of Delhi,Azadpur,1724.8,Tonnes,Potato,600,1100,860,Rs/Quintal
2012-12-03,Potato,NCT of Delhi,Azadpur,235.1,Tonnes,Potato,600,1100,810,Rs/Quintal
2012-12-04,Potato,NCT of Delhi,Azadpur,2503.4,Tonnes,Potato,600,1000,800,Rs/Quintal
2012-12-05,Potato,NCT of Delhi,Azadpur,1774,Tonnes,Potato,600,1000,800,Rs/Quintal
2012-12-06,Potato,NCT of Delhi,Azadpur,1604.8,Tonnes,Potato,550,900,710,Rs/Quintal
2012-12-07,Potato,NCT of Delhi,Azadpur,4126.1,Tonnes,Potato,500,700,590,Rs/Quintal
2012-12-08,Potato,NCT of Delhi,Azadpur,1569.4,Tonnes,Potato,500,800,650,Rs/Quintal
2012-12-10,Potato,NCT of Delhi,Azadpur,1271.6,Tonnes,Potato,625,1550,1083,Rs/Quintal
2012-12-11,Potato,NCT of Delhi,Azadpur,1845.9,Tonnes,Potato,500,700,597,Rs/Quintal
2012-12-12,Potato,NCT of Delhi,Azadpur,1875,Tonnes,Potato,450,720,557,Rs/Quintal
2012-12-13,Potato,NCT of Delhi,Azadpur,1336.5,Tonnes,Potato,450,720,595,Rs/Quintal
2012-12-14,Potato,NCT of Delhi,Azadpur,1433.3,Tonnes,Potato,700,900,745,Rs/Quintal
2012-12-15,Potato,NCT of Delhi,Azadpur,2721.2,Tonnes,Potato,400,900,647,Rs/Quintal
2012-12-17,Potato,NCT of Delhi,Azadpur,277.9,Tonnes,Potato,400,800,590,Rs/Quintal
2012-12-18,Potato,NCT of Delhi,Azadpur,1908.2,Tonnes,Potato,440,800,648,Rs/Quintal
2012-12-19,Potato,NCT of Delhi,Azadpur,1591.2,Tonnes,Potato,400,750,598,Rs/Quintal
2012-12-20,Potato,NCT of Delhi,Azadpur,1732.7,Tonnes,Potato,400,750,598,Rs/Quintal
2012-12-21,Potato,NCT of Delhi,Azadpur,1338,Tonnes,Potato,400,700,573,Rs/Quintal
2012-12-22,Potato,NCT of Delhi,Azadpur,1508.7,Tonnes,Potato,400,700,565,Rs/Quintal
2012-12-24,Potato,NCT of Delhi,Azadpur,147.9,Tonnes,Potato,600,760,675,Rs/Quintal
2012-12-25,Potato,NCT of Delhi,Azadpur,1404.3,Tonnes,Potato,600,850,717,Rs/Quintal
2012-12-26,Potato,NCT of Delhi,Azadpur,1296.6,Tonnes,Potato,600,850,800,Rs/Quintal
2012-12-27,Potato,NCT of Delhi,Azadpur,1493.5,Tonnes,Potato,550,720,700,Rs/Quintal
2012-12-28,Potato,NCT of Delhi,Azadpur,812.5,Tonnes,Potato,500,800,660,Rs/Quintal
2012-12-29,Potato,NCT of Delhi,Azadpur,1604.4,Tonnes,Potato,500,800,653,Rs/Quintal
2012-12-31,Potato,NCT of Delhi,Azadpur,340,Tonnes,Potato,500,800,653,Rs/Quintal
2013-01-01,Potato,NCT of Delhi,Azadpur,1562.8,Tonnes,Potato,550,800,670,Rs/Quintal
2013-01-02,Potato,NCT of Delhi,Azadpur,1211.9,Tonnes,Potato,500,850,670,Rs/Quintal
2013-01-03,Potato,NCT of Delhi,Azadpur,1551.9,Tonnes,Potato,550,800,670,Rs/Quintal
2013-01-04,Potato,NCT of Delhi,Azadpur,1440.1,Tonnes,Potato,550,800,670,Rs/Quintal
2013-01-05,Potato,NCT of Delhi,Azadpur,1312.8,Tonnes,Potato,550,800,663,Rs/Quintal
2013-01-07,Potato,NCT of Delhi,Azadpur,520.3,Tonnes,Potato,500,800,667,Rs/Quintal
2013-01-08,Potato,NCT of Delhi,Azadpur,1683.3,Tonnes,Potato,500,800,657,Rs/Quintal
2013-01-09,Potato,NCT of Delhi,Azadpur,1327.9,Tonnes,Potato,520,800,650,Rs/Quintal
2013-01-10,Potato,NCT of Delhi,Azadpur,1507.8,Tonnes,Potato,540,800,657,Rs/Quintal
2013-01-11,Potato,NCT of Delhi,Azadpur,1083.2,Tonnes,Potato,540,800,657,Rs/Quintal
2013-01-12,Potato,NCT of Delhi,Azadpur,1361.2,Tonnes,Potato,540,800,657,Rs/Quintal
2013-01-14,Potato,NCT of Delhi,Azadpur,463.2,Tonnes,Potato,540,800,643,Rs/Quintal
2013-01-15,Potato,NCT of Delhi,Azadpur,1682.1,Tonnes,Potato,560,800,660,Rs/Quintal
2013-01-16,Potato,NCT of Delhi,Azadpur,1550.7,Tonnes,Potato,560,800,660,Rs/Quintal
2013-01-17,Potato,NCT of Delhi,Azadpur,1808.4,Tonnes,Potato,560,800,660,Rs/Quintal
2013-01-18,Potato,NCT of Delhi,Azadpur,1638.6,Tonnes,Potato,600,900,730,Rs/Quintal
2013-01-19,Potato,NCT of Delhi,Azadpur,1241.5,Tonnes,Potato,600,900,730,Rs/Quintal
2013-01-21,Potato,NCT of Delhi,Azadpur,167.7,Tonnes,Potato,560,850,687,Rs/Quintal
2013-01-22,Potato,NCT of Delhi,Azadpur,1483.8,Tonnes,Potato,550,850,680,Rs/Quintal
2013-01-23,Potato,NCT of Delhi,Azadpur,1570.3,Tonnes,Potato,600,900,730,Rs/Quintal
2013-01-24,Potato,NCT of Delhi,Azadpur,1650.1,Tonnes,Potato,600,900,730,Rs/Quintal
2013-01-25,Potato,NCT of Delhi,Azadpur,2198.1,Tonnes,Potato,550,900,707,Rs/Quintal
2013-01-28,Potato,NCT of Delhi,Azadpur,199,Tonnes,Potato,550,900,687,Rs/Quintal
2013-01-29,Potato,NCT of Delhi,Azadpur,2431.4,Tonnes,Potato,550,900,687,Rs/Quintal
2013-01-30,Potato,NCT of Delhi,Azadpur,1067,Tonnes,Potato,550,900,693,Rs/Quintal
2013-01-31,Potato,NCT of Delhi,Azadpur,1582.1,Tonnes,Potato,500,800,650,Rs/Quintal
2013-02-01,Potato,NCT of Delhi,Azadpur,1303.4,Tonnes,Potato,550,850,700,Rs/Quintal
2013-02-02,Potato,NCT of Delhi,Azadpur,1669.9,Tonnes,Potato,600,900,717,Rs/Quintal
2013-02-04,Potato,NCT of Delhi,Azadpur,294,Tonnes,Potato,550,850,683,Rs/Quintal
2013-02-05,Potato,NCT of Delhi,Azadpur,2157.2,Tonnes,Potato,600,900,733,Rs/Quintal
2013-02-06,Potato,NCT of Delhi,Azadpur,1035.8,Tonnes,Potato,600,900,750,Rs/Quintal
2013-02-07,Potato,NCT of Delhi,Azadpur,1023.8,Tonnes,Potato,600,850,703,Rs/Quintal
2013-02-08,Potato,NCT of Delhi,Azadpur,1592.8,Tonnes,Potato,560,850,697,Rs/Quintal
2013-02-09,Potato,NCT of Delhi,Azadpur,1574.2,Tonnes,Potato,560,850,697,Rs/Quintal
2013-02-11,Potato,NCT of Delhi,Azadpur,178.6,Tonnes,Potato,560,850,697,Rs/Quintal
2013-02-12,Potato,NCT of Delhi,Azadpur,1989.5,Tonnes,Potato,500,800,637,Rs/Quintal
2013-02-13,Potato,NCT of Delhi,Azadpur,1603.5,Tonnes,Potato,500,800,637,Rs/Quintal
2013-02-14,Potato,NCT of Delhi,Azadpur,1091.1,Tonnes,Potato,500,800,637,Rs/Quintal
2013-02-15,Potato,NCT of Delhi,Azadpur,1336.3,Tonnes,Potato,500,800,637,Rs/Quintal
2013-02-16,Potato,NCT of Delhi,Azadpur,1237.7,Tonnes,Potato,500,800,637,Rs/Quintal
2013-02-18,Potato,NCT of Delhi,Azadpur,109.4,Tonnes,Potato,560,850,683,Rs/Quintal
2013-02-19,Potato,NCT of Delhi,Azadpur,1084.6,Tonnes,Potato,560,850,683,Rs/Quintal
2013-02-20,Potato,NCT of Delhi,Azadpur,1323.5,Tonnes,Potato,560,850,683,Rs/Quintal
2013-02-21,Potato,NCT of Delhi,Azadpur,1290.7,Tonnes,Potato,560,850,683,Rs/Quintal
2013-02-22,Potato,NCT of Delhi,Azadpur,1647.8,Tonnes,Potato,560,850,683,Rs/Quintal
2013-02-23,Potato,NCT of Delhi,Azadpur,1820.3,Tonnes,Potato,560,900,723,Rs/Quintal
2013-02-25,Potato,NCT of Delhi,Azadpur,43.3,Tonnes,Potato,560,850,683,Rs/Quintal
2013-02-26,Potato,NCT of Delhi,Azadpur,1232.5,Tonnes,Potato,520,800,660,Rs/Quintal
2013-02-27,Potato,NCT of Delhi,Azadpur,1114.4,Tonnes,Potato,540,800,660,Rs/Quintal
2013-02-28,Potato,NCT of Delhi,Azadpur,1718.1,Tonnes,Potato,560,800,660,Rs/Quintal
2013-03-01,Potato,NCT of Delhi,Azadpur,1549.4,Tonnes,Potato,560,800,660,Rs/Quintal
2013-03-02,Potato,NCT of Delhi,Azadpur,1587.2,Tonnes,Potato,540,850,667,Rs/Quintal
2013-03-04,Potato,NCT of Delhi,Azadpur,184.6,Tonnes,Potato,540,850,663,Rs/Quintal
2013-03-05,Potato,NCT of Delhi,Azadpur,1771.5,Tonnes,Potato,500,850,647,Rs/Quintal
2013-03-06,Potato,NCT of Delhi,Azadpur,1397,Tonnes,Potato,500,800,650,Rs/Quintal
2013-03-07,Potato,NCT of Delhi,Azadpur,1480.7,Tonnes,Potato,500,850,657,Rs/Quintal
2013-03-08,Potato,NCT of Delhi,Azadpur,1583.8,Tonnes,Potato,500,850,657,Rs/Quintal
2013-03-09,Potato,NCT of Delhi,Azadpur,1552.4,Tonnes,Potato,550,880,700,Rs/Quintal
2013-03-10,Potato,NCT of Delhi,Azadpur,1806,Tonnes,Potato,875,2875,1641,Rs/Quintal
2013-03-11,Potato,NCT of Delhi,Azadpur,99.8,Tonnes,Potato,560,880,713,Rs/Quintal
2013-03-12,Potato,NCT of Delhi,Azadpur,1443.8,Tonnes,Potato,560,900,713,Rs/Quintal
2013-03-13,Potato,NCT of Delhi,Azadpur,1469.3,Tonnes,Potato,520,900,705,Rs/Quintal
2013-03-14,Potato,NCT of Delhi,Azadpur,1850.5,Tonnes,Potato,520,850,655,Rs/Quintal
2013-03-15,Potato,NCT of Delhi,Azadpur,1802.7,Tonnes,Potato,520,830,695,Rs/Quintal
2013-03-16,Potato,NCT of Delhi,Azadpur,1616.5,Tonnes,Potato,520,830,695,Rs/Quintal
2013-03-18,Potato,NCT of Delhi,Azadpur,115.3,Tonnes,Potato,520,830,688,Rs/Quintal
2013-03-19,Potato,NCT of Delhi,Azadpur,1978.2,Tonnes,Potato,520,840,688,Rs/Quintal
2013-03-20,Potato,NCT of Delhi,Azadpur,1257.9,Tonnes,Potato,520,840,688,Rs/Quintal
2013-03-21,Potato,NCT of Delhi,Azadpur,1290.5,Tonnes,Potato,520,860,720,Rs/Quintal
2013-03-22,Potato,NCT of Delhi,Azadpur,1203.9,Tonnes,Potato,520,850,715,Rs/Quintal
2013-03-23,Potato,NCT of Delhi,Azadpur,1471.7,Tonnes,Potato,520,880,713,Rs/Quintal
2013-03-25,Potato,NCT of Delhi,Azadpur,99.4,Tonnes,Potato,550,880,730,Rs/Quintal
2013-03-26,Potato,NCT of Delhi,Azadpur,1848,Tonnes,Potato,580,900,755,Rs/Quintal
2013-03-28,Potato,NCT of Delhi,Azadpur,244.9,Tonnes,Potato,580,900,755,Rs/Quintal
2013-03-29,Potato,NCT of Delhi,Azadpur,1172.6,Tonnes,Potato,580,900,755,Rs/Quintal
2013-03-30,Potato,NCT of Delhi,Azadpur,903.7,Tonnes,Potato,600,950,795,Rs/Quintal
2013-04-01,Potato,NCT of Delhi,Azadpur,182.8,Tonnes,Potato,600,960,795,Rs/Quintal
2013-04-02,Potato,NCT of Delhi,Azadpur,2495.4,Tonnes,Potato,600,960,778,Rs/Quintal
2013-04-03,Potato,NCT of Delhi,Azadpur,1177.5,Tonnes,Potato,600,900,760,Rs/Quintal
2013-04-04,Potato,NCT of Delhi,Azadpur,744.7,Tonnes,Potato,600,900,764,Rs/Quintal
2013-04-05,Potato,NCT of Delhi,Azadpur,1340.2,Tonnes,Potato,600,900,762,Rs/Quintal
2013-04-06,Potato,NCT of Delhi,Azadpur,1562.4,Tonnes,Potato,600,920,764,Rs/Quintal
2013-04-08,Potato,NCT of Delhi,Azadpur,166.2,Tonnes,Potato,640,1000,818,Rs/Quintal
2013-04-09,Potato,NCT of Delhi,Azadpur,1553.3,Tonnes,Potato,640,1050,828,Rs/Quintal
2013-04-10,Potato,NCT of Delhi,Azadpur,1466,Tonnes,Potato,640,1100,848,Rs/Quintal
2013-04-11,Potato,NCT of Delhi,Azadpur,2077.7,Tonnes,Potato,640,1060,827,Rs/Quintal
2013-04-12,Potato,NCT of Delhi,Azadpur,2265.1,Tonnes,Potato,700,1100,822,Rs/Quintal
2013-04-13,Potato,NCT of Delhi,Azadpur,2215.7,Tonnes,Potato,640,1100,827,Rs/Quintal
2013-04-15,Potato,NCT of Delhi,Azadpur,70.7,Tonnes,Potato,660,1150,875,Rs/Quintal
2013-04-16,Potato,NCT of Delhi,Azadpur,1432.5,Tonnes,Potato,700,1150,905,Rs/Quintal
2013-04-17,Potato,NCT of Delhi,Azadpur,1745.2,Tonnes,Potato,700,1050,842,Rs/Quintal
2013-04-18,Potato,NCT of Delhi,Azadpur,1742.5,Tonnes,Potato,700,1050,842,Rs/Quintal
2013-04-19,Potato,NCT of Delhi,Azadpur,1418.4,Tonnes,Potato,700,1100,842,Rs/Quintal
2013-04-20,Potato,NCT of Delhi,Azadpur,1097.7,Tonnes,Potato,700,1000,842,Rs/Quintal
2013-04-22,Potato,NCT of Delhi,Azadpur,61.4,Tonnes,Potato,700,1100,876,Rs/Quintal
2013-04-23,Potato,NCT of Delhi,Azadpur,1700.2,Tonnes,Potato,700,1140,900,Rs/Quintal
2013-04-24,Potato,NCT of Delhi,Azadpur,1477.7,Tonnes,Potato,600,1150,881,Rs/Quintal
2013-04-25,Potato,NCT of Delhi,Azadpur,1368.2,Tonnes,Potato,600,1150,881,Rs/Quintal
2013-04-26,Potato,NCT of Delhi,Azadpur,1284.3,Tonnes,Potato,600,1120,867,Rs/Quintal
2013-04-27,Potato,NCT of Delhi,Azadpur,1288.8,Tonnes,Potato,600,1100,867,Rs/Quintal
2013-04-29,Potato,NCT of Delhi,Azadpur,79.7,Tonnes,Potato,700,1160,894,Rs/Quintal
2013-04-30,Potato,NCT of Delhi,Azadpur,1617.9,Tonnes,Potato,600,1160,906,Rs/Quintal
2013-05-01,Potato,NCT of Delhi,Azadpur,1344.4,Tonnes,Potato,600,1140,886,Rs/Quintal
2013-05-02,Potato,NCT of Delhi,Azadpur,1169.7,Tonnes,Potato,700,1120,903,Rs/Quintal
2013-05-03,Potato,NCT of Delhi,Azadpur,1207.8,Tonnes,Potato,700,1120,907,Rs/Quintal
2013-05-04,Potato,NCT of Delhi,Azadpur,1232.2,Tonnes,Potato,700,1100,911,Rs/Quintal
2013-05-06,Potato,NCT of Delhi,Azadpur,67.5,Tonnes,Potato,680,1140,927,Rs/Quintal
2013-05-07,Potato,NCT of Delhi,Azadpur,1671.6,Tonnes,Potato,680,1140,927,Rs/Quintal
2013-05-08,Potato,NCT of Delhi,Azadpur,1197.2,Tonnes,Potato,700,1160,937,Rs/Quintal
2013-05-09,Potato,NCT of Delhi,Azadpur,1328.4,Tonnes,Potato,700,1160,928,Rs/Quintal
2013-05-10,Potato,NCT of Delhi,Azadpur,1185.8,Tonnes,Potato,700,1160,928,Rs/Quintal
2013-05-11,Potato,NCT of Delhi,Azadpur,1327.4,Tonnes,Potato,700,1160,928,Rs/Quintal
2013-05-13,Potato,NCT of Delhi,Azadpur,36.1,Tonnes,Potato,700,1140,915,Rs/Quintal
2013-05-14,Potato,NCT of Delhi,Azadpur,1448.4,Tonnes,Potato,700,1140,915,Rs/Quintal
2013-05-15,Potato,NCT of Delhi,Azadpur,1130.3,Tonnes,Potato,700,1140,915,Rs/Quintal
2013-05-16,Potato,NCT of Delhi,Azadpur,1359.7,Tonnes,Potato,700,1140,915,Rs/Quintal
2013-05-17,Potato,NCT of Delhi,Azadpur,1343.9,Tonnes,Potato,700,1140,915,Rs/Quintal
2013-05-18,Potato,NCT of Delhi,Azadpur,1302.4,Tonnes,Potato,700,1140,915,Rs/Quintal
2013-05-20,Potato,NCT of Delhi,Azadpur,41.5,Tonnes,Potato,700,1160,922,Rs/Quintal
2013-05-21,Potato,NCT of Delhi,Azadpur,1384.7,Tonnes,Potato,700,1160,930,Rs/Quintal
2013-05-22,Potato,NCT of Delhi,Azadpur,618.7,Tonnes,Potato,700,1160,934,Rs/Quintal
2013-05-23,Potato,NCT of Delhi,Azadpur,1101.9,Tonnes,Potato,700,1160,934,Rs/Quintal
2013-05-24,Potato,NCT of Delhi,Azadpur,1009.3,Tonnes,Potato,700,1160,919,Rs/Quintal
2013-05-25,Potato,NCT of Delhi,Azadpur,1107.3,Tonnes,Potato,700,1200,964,Rs/Quintal
2013-05-27,Potato,NCT of Delhi,Azadpur,77,Tonnes,Potato,700,1200,964,Rs/Quintal
2013-05-28,Potato,NCT of Delhi,Azadpur,1237.2,Tonnes,Potato,700,1200,959,Rs/Quintal
2013-05-29,Potato,NCT of Delhi,Azadpur,836.3,Tonnes,Potato,700,1200,961,Rs/Quintal
2013-05-30,Potato,NCT of Delhi,Azadpur,868.9,Tonnes,Potato,700,1200,970,Rs/Quintal
2013-05-31,Potato,NCT of Delhi,Azadpur,1009.6,Tonnes,Potato,800,1250,1026,Rs/Quintal
2013-06-01,Potato,NCT of Delhi,Azadpur,1227,Tonnes,Potato,800,1300,1050,Rs/Quintal
2013-06-03,Potato,NCT of Delhi,Azadpur,92.3,Tonnes,Potato,800,1300,1030,Rs/Quintal
2013-06-04,Potato,NCT of Delhi,Azadpur,1141.5,Tonnes,Potato,800,1760,1008,Rs/Quintal
2013-06-05,Potato,NCT of Delhi,Azadpur,1054.3,Tonnes,Potato,800,1750,1008,Rs/Quintal
2013-06-06,Potato,NCT of Delhi,Azadpur,912.1,Tonnes,Potato,800,1760,1023,Rs/Quintal
2013-06-07,Potato,NCT of Delhi,Azadpur,899.6,Tonnes,Potato,800,1760,1027,Rs/Quintal
2013-06-08,Potato,NCT of Delhi,Azadpur,885.9,Tonnes,Potato,800,1760,1023,Rs/Quintal
2013-06-10,Potato,NCT of Delhi,Azadpur,101.2,Tonnes,Potato,600,1680,1040,Rs/Quintal
2013-06-11,Potato,NCT of Delhi,Azadpur,1432,Tonnes,Potato,600,1700,1030,Rs/Quintal
2013-06-12,Potato,NCT of Delhi,Azadpur,1023.1,Tonnes,Potato,600,1700,1025,Rs/Quintal
2013-06-13,Potato,NCT of Delhi,Azadpur,1102,Tonnes,Potato,600,1400,1025,Rs/Quintal
2013-06-14,Potato,NCT of Delhi,Azadpur,1139.7,Tonnes,Potato,650,1800,960,Rs/Quintal
2013-06-15,Potato,NCT of Delhi,Azadpur,906.3,Tonnes,Potato,650,1800,960,Rs/Quintal
2013-06-17,Potato,NCT of Delhi,Azadpur,47.2,Tonnes,Potato,800,1400,973,Rs/Quintal
2013-06-18,Potato,NCT of Delhi,Azadpur,1257.7,Tonnes,Potato,750,2750,1679,Rs/Quintal
2013-06-19,Potato,NCT of Delhi,Azadpur,1009.3,Tonnes,Potato,800,1400,1106,Rs/Quintal
2013-06-20,Potato,NCT of Delhi,Azadpur,1104.2,Tonnes,Potato,800,2000,1260,Rs/Quintal
2013-06-21,Potato,NCT of Delhi,Azadpur,1484.8,Tonnes,Potato,800,2000,1260,Rs/Quintal
2013-06-22,Potato,NCT of Delhi,Azadpur,1252.2,Tonnes,Potato,800,1900,1245,Rs/Quintal
